6.738544647208960000e+14,2.974222297780215740e-04
6.735177124413440000e+14,3.075491986237466335e-04
6.731810943795200000e+14,3.170438285451382399e-04
6.728448118620160000e+14,3.255588235333561897e-04
6.725084622356480000e+14,3.329939791001379490e-04
6.721723810447360000e+14,3.391990321688354015e-04
6.718365011804160000e+14,3.443702589720487595e-04
6.715007555338240000e+14,3.487043140921741724e-04
6.711650769960960000e+14,3.525469510350376368e-04
6.708296668938240000e+14,3.563436621334403753e-04
6.704945252270080000e+14,3.603425575420260429e-04
6.701594506690560000e+14,3.646433178801089525e-04
6.698244432199680000e+14,3.690476005431264639e-04
6.694896370974720000e+14,3.730089229065924883e-04
6.691550323015680000e+14,3.760791732929646969e-04
6.688206959411200000e+14,3.775108198169618845e-04
6.684864266895360000e+14,3.768534807022660971e-04
6.681524258734080000e+14,3.739048552233725786e-04
6.678184921661440000e+14,3.688110155053436756e-04
6.674847597854720000e+14,3.620670468080788851e-04
6.671511616225280000e+14,3.544186765793710947e-04
6.668176976773120000e+14,3.467625647317618132e-04
6.664844350586880000e+14,3.398474655114114285e-04
6.661514408755200000e+14,3.343737625982612371e-04
6.658185138012160000e+14,3.305933787487447262e-04
6.654858551623680000e+14,3.285589336883276701e-04
6.651531965235200000e+14,3.280229866504669189e-04
6.648208063201280000e+14,3.283871337771415710e-04
6.644885503344640000e+14,3.291521861683577299e-04
6.641564285665280000e+14,3.297175280749797821e-04
6.638245081251840000e+14,3.296317881904542446e-04
6.634927890104320000e+14,3.285931597929447889e-04
6.631612041134080000e+14,3.264998376835137606e-04
6.628298876518400000e+14,3.234004252590239048e-04
6.624985711902720000e+14,3.196450707037001848e-04
6.621675231641600000e+14,3.155340964440256357e-04
6.618365422469120000e+14,3.115195140708237886e-04
6.615058297651200000e+14,3.080038004554808140e-04
6.611752515010560000e+14,3.052895772270858288e-04
6.608448074547200000e+14,3.036297857761383057e-04
6.605146318438400000e+14,3.031771630048751831e-04
6.601844562329600000e+14,3.039839211851358414e-04
6.598545490575360000e+14,3.062031173612922430e-04
6.595247089909760000e+14,3.097865264862775803e-04
6.591952715776000000e+14,3.148370597045868635e-04
6.588658341642240000e+14,3.214074822608381510e-04
6.585365309685760000e+14,3.293989866506308317e-04
6.582073619906560000e+14,3.386115713510662317e-04
6.578784614481920000e+14,3.486929344944655895e-04
6.575496280145920000e+14,3.589361440390348434e-04
6.572210630164480000e+14,3.683794930111616850e-04
6.568925651271680000e+14,3.761608677450567484e-04
6.565643356733440000e+14,3.811628848779946566e-04
6.562361733283840000e+14,3.826716274488717318e-04
6.559082794188800000e+14,3.801745770033448935e-04
6.555805197271040000e+14,3.735642530955374241e-04
6.552528271441920000e+14,3.631899890024214983e-04
6.549254701056000000e+14,3.498587757349014282e-04
6.545981130670080000e+14,3.344303695484995842e-04
6.542709573550080000e+14,3.180202620569616556e-04
6.539440029696000000e+14,3.015936526935547590e-04
6.536171828019200000e+14,2.859649539459496737e-04
6.532904968519680000e+14,2.715428418014198542e-04
6.529640793374720000e+14,2.586347400210797787e-04
6.526377289318400000e+14,2.471921034157276154e-04
6.523115798528000000e+14,2.370639558648690581e-04
6.519856321003520000e+14,2.279462642036378384e-04
6.516598185656320000e+14,2.196872956119477749e-04
6.513340721397760000e+14,2.119308628607541323e-04
6.510085941493760000e+14,2.044220891548320651e-04
6.506831832678400000e+14,1.970591838471591473e-04
6.503581079306240000e+14,1.895353489089757204e-04
6.500330325934080000e+14,1.817480515455827117e-04
6.497082256916480000e+14,1.734920660965144634e-04
6.493835530076160000e+14,1.646641903789713979e-04
6.490588803235840000e+14,1.552636240376159549e-04
6.487346102927360000e+14,1.452894503017887473e-04
6.484103402618880000e+14,1.349461090285331011e-04
6.480864057753600000e+14,1.244383602170273662e-04
6.477624712888320000e+14,1.140741660492494702e-04
6.474388052377600000e+14,1.040079005178995430e-04
6.471152734044160000e+14,9.444566967431455851e-05
6.467918086799360000e+14,8.549113408662378788e-05
6.464686123909120000e+14,7.704224117333069444e-05
6.461454832107520000e+14,6.915128324180841446e-05
6.458225553571840000e+14,6.176756869535893202e-05
6.454998288302080000e+14,5.478878665599040687e-05
6.451772365209600000e+14,4.821554830414243042e-05
6.448548455383040000e+14,4.208974132779985666e-05
6.445325216645120000e+14,3.645334800239652395e-05
6.442103991173120000e+14,3.138456304441206157e-05
6.438885450055680000e+14,2.692557063710410148e-05
6.435667580026880000e+14,2.311866410309448838e-05
6.432450381086720000e+14,1.995447564695496112e-05
6.429235866501120000e+14,1.739256731525529176e-05
6.426023365181440000e+14,1.536654053779784590e-05
6.422811534950400000e+14,1.379432706016814336e-05
6.419602389073920000e+14,1.262477780983317643e-05
6.416393914286080000e+14,1.178590628114761785e-05
6.413186781675520000e+14,1.122633238992420956e-05
6.409982333419520000e+14,1.094128401746274903e-05
6.406778556252160000e+14,1.092079128284240142e-05
6.403577463439360000e+14,1.120161505241412669e-05
6.400377041715200000e+14,1.180500294140074402e-05
6.397177962168320000e+14,1.277824594581034034e-05
6.393982238064640000e+14,1.415311544405994937e-05
6.390785171783680000e+14,1.595624780748039484e-05
6.387592803123200000e+14,1.821432124415878206e-05
6.384399763374080000e+14,2.091238820867147297e-05
6.381208736890880000e+14,2.401460915280040354e-05
6.378019723673600000e+14,2.746420614130329341e-05
6.374832723722240000e+14,3.126691808574832976e-05
6.371647737036800000e+14,3.533450217219069600e-05
6.368462079262720000e+14,3.971438127337023616e-05
6.365279776931840000e+14,4.450632332009263337e-05
6.362099487866880000e+14,4.996716961613856256e-05
6.358919198801920000e+14,5.645373676088638604e-05
6.355742265180160000e+14,6.464802572736516595e-05
6.352566002647040000e+14,7.520726649090647697e-05
6.349391082291200000e+14,8.907819574233144522e-05
6.346217504112640000e+14,1.072618397301994264e-04
6.343045939200000000e+14,1.304989709751680493e-04
6.339876387553280000e+14,1.595843204995617270e-04
6.336708178083840000e+14,1.949466532096266747e-04
6.333541310791680000e+14,2.365954278502613306e-04
6.330376456765440000e+14,2.841720706783235073e-04
6.327212944916480000e+14,3.368441830389201641e-04
6.324050775244800000e+14,3.933567204512655735e-04
6.320889276661760000e+14,4.524522519204765558e-04
6.317731133521920000e+14,5.125019233673810959e-04
6.314572990382080000e+14,5.721901543438434601e-04
6.311418202685440000e+14,6.299345986917614937e-04
6.308264086077440000e+14,6.840449059382081032e-04
6.305110640558080000e+14,7.345156627707183361e-04
6.301959879393280000e+14,7.797571597620844841e-04
6.298810460405760000e+14,8.192337118089199066e-04
6.295663725772800000e+14,8.534647058695554733e-04
6.292517662228480000e+14,8.808564161881804466e-04
6.289372269772800000e+14,9.029853972606360912e-04
6.286228890583040000e+14,9.193146834149956703e-04
6.283088195747840000e+14,9.308941080234944820e-04
6.279947500912640000e+14,9.387765894643962383e-04
6.276808819343360000e+14,9.434864041395485401e-04
6.273672151040000000e+14,9.455490508116781712e-04
6.270536824913920000e+14,9.470829390920698643e-04
6.267402840965120000e+14,9.486182243563234806e-04
6.264272212459520000e+14,9.501546155661344528e-04
6.261140912865280000e+14,9.527552174404263496e-04
6.258012297625600000e+14,9.564214269630610943e-04
6.254883682385920000e+14,9.611550485715270042e-04
6.251759093678080000e+14,9.674894390627741814e-04
6.248633833881600000e+14,9.748949669301509857e-04
6.245510587351040000e+14,9.828403126448392868e-04
6.242389354086400000e+14,9.907933417707681656e-04
6.239270134087680000e+14,9.982207557186484337e-04
6.236152927354880000e+14,1.004588324576616287e-03
6.233036391710720000e+14,1.009360770694911480e-03
6.229921198243840000e+14,1.011467655189335346e-03
6.226807346954240000e+14,1.010904787108302116e-03
6.223695508930560000e+14,1.007133512757718563e-03
6.220585684172800000e+14,9.996147127822041512e-04
6.217477201592320000e+14,9.883419843390583992e-04
6.214370061189120000e+14,9.722395916469395161e-04
6.211264262963200000e+14,9.518356528133153915e-04
6.208159135825920000e+14,9.276598575524985790e-04
6.205057364131840000e+14,8.997061522677540779e-04
6.201956263526400000e+14,8.690421818755567074e-04
