wavelength,fluxdensity,uncertainty,chunk,errrms,errsys,errcal
32.901222,0.025284,0.009783,4,0.009783,0.000000,0.000374
33.074066,0.019433,0.011444,4,0.010583,0.000861,0.000294
33.082954,0.016241,0.010732,4,0.009871,0.000861,0.000257
33.257423,0.024863,0.014662,4,0.011996,0.002667,0.000380
33.264793,0.025302,0.013447,4,0.010780,0.002667,0.000450
33.440887,0.027293,0.014463,4,0.012685,0.001777,0.000485
33.446735,0.027285,0.013210,4,0.011433,0.001777,0.000418
33.624458,0.017924,0.011815,4,0.011815,0.000000,0.000297
33.628777,0.033474,0.013476,4,0.013476,0.000000,0.000582
33.808132,0.023015,0.014803,4,0.013144,0.001660,0.000382
33.810925,0.021455,0.016054,4,0.014394,0.001660,0.000356
33.991920,0.022383,0.013029,4,0.013029,0.000000,0.000369
33.993176,0.028412,0.017684,4,0.017684,0.000000,0.000665
34.175526,0.022036,0.017003,4,0.017003,0.000000,0.000509
34.175804,0.023710,0.014046,4,0.014046,0.000000,0.000413
34.357979,0.029283,0.021465,4,0.017190,0.004274,0.000601
34.359795,0.029309,0.019958,4,0.015684,0.004274,0.000516
34.540539,0.034044,0.015909,4,0.015909,0.000000,0.000655
34.543900,0.013782,0.017334,4,0.017334,0.000000,0.000264
34.723198,0.017217,0.017739,4,0.014824,0.002915,0.000408
34.728107,0.017272,0.019995,4,0.017080,0.002915,0.000289
34.905964,0.020951,0.016648,4,0.016172,0.000476,0.000680
34.912422,0.026176,0.015702,4,0.015226,0.000476,0.000526
35.088829,0.024575,0.020397,4,0.019077,0.001320,0.001072
35.096840,0.033652,0.018980,4,0.017660,0.001320,0.000749
35.271797,0.025403,0.020077,4,0.018757,0.001320,0.000870
35.281364,0.025086,0.019233,4,0.017913,0.001320,0.000636
35.454868,0.035049,0.023757,4,0.023281,0.000476,0.001489
35.465996,0.034927,0.021316,4,0.020840,0.000476,0.000837
35.638042,0.018909,0.024445,4,0.024445,0.000000,0.000925
35.650734,0.013932,0.022518,4,0.022518,0.000000,0.000380
35.821316,0.020956,0.033212,4,0.029274,0.003938,0.000884
35.835579,0.022321,0.036036,4,0.032099,0.003938,0.000612
36.004696,0.042894,0.030486,4,0.030486,0.000000,0.001884
36.188179,0.027666,0.030464,4,0.030464,0.000000,0.001010
36.205582,0.022466,0.026603,4,0.026603,0.000000,0.000937
36.371761,0.014347,0.029392,4,0.029392,0.000000,0.000636
36.390747,0.057071,0.028570,4,0.028570,0.000000,0.003360
36.555447,0.041432,0.033479,4,0.033479,0.000000,0.002962
36.576012,0.039255,0.028002,4,0.028002,0.000000,0.004212
36.739235,0.019750,0.039078,4,0.032930,0.006149,0.000991
36.761387,0.023456,0.039418,4,0.033269,0.006149,0.001981
36.923126,0.028057,0.040508,4,0.034359,0.006149,0.001151
36.946869,0.030198,0.039751,4,0.033602,0.006149,0.001311
37.107121,0.041571,0.040525,4,0.040525,0.000000,0.002140
37.132454,0.037142,0.041768,4,0.041768,0.000000,0.001810
37.291218,0.027113,0.047606,4,0.047606,0.000000,0.001742
37.318146,0.058356,0.041170,4,0.041170,0.000000,0.004330
14.072364,0.075619,0.006321,5,0.006321,0.000000,0.001061
14.164057,0.080271,0.013016,5,0.006432,0.006584,0.000942
14.185049,0.078548,0.013045,5,0.006462,0.006584,0.000886
14.255749,0.072946,0.011546,5,0.005468,0.006078,0.000851
14.276740,0.071864,0.011954,5,0.005876,0.006078,0.000830
14.347442,0.073588,0.005292,5,0.005292,0.000000,0.000790
14.368430,0.073656,0.005673,5,0.005673,0.000000,0.000794
14.439135,0.073195,0.011034,5,0.005098,0.005936,0.000648
14.460121,0.071798,0.011418,5,0.005482,0.005936,0.000747
14.530827,0.068894,0.004971,5,0.004971,0.000000,0.000603
14.551812,0.078773,0.005425,5,0.005425,0.000000,0.000800
14.622519,0.070253,0.009554,5,0.005270,0.004284,0.000941
14.643503,0.070502,0.009750,5,0.005466,0.004284,0.000735
14.714212,0.068398,0.005104,5,0.005104,0.000000,0.001261
14.735194,0.068251,0.005377,5,0.005377,0.000000,0.000676
14.826885,0.067365,0.005287,5,0.005287,0.000000,0.000687
14.897596,0.068840,0.005794,5,0.004936,0.000859,0.000647
14.918576,0.071937,0.006095,5,0.005236,0.000859,0.000764
14.989289,0.067650,0.007209,5,0.004655,0.002553,0.000642
15.010268,0.066629,0.007495,5,0.004942,0.002553,0.000685
15.080981,0.067904,0.004427,5,0.004427,0.000000,0.000633
15.101959,0.068865,0.004721,5,0.004721,0.000000,0.000613
15.172674,0.065065,0.005227,5,0.004486,0.000741,0.000614
15.193651,0.068070,0.005448,5,0.004707,0.000741,0.000638
15.264366,0.066967,0.004521,5,0.004432,0.000089,0.000660
15.285343,0.062035,0.004847,5,0.004757,0.000089,0.000630
15.356058,0.064024,0.004355,5,0.004355,0.000000,0.000626
15.377035,0.064512,0.004788,5,0.004788,0.000000,0.000650
15.447750,0.066871,0.004231,5,0.004231,0.000000,0.000649
15.468727,0.059463,0.004444,5,0.004444,0.000000,0.000592
15.539443,0.067065,0.005378,5,0.004154,0.001224,0.000660
15.560420,0.066317,0.005691,5,0.004467,0.001224,0.000657
15.631135,0.064346,0.005356,5,0.004131,0.001224,0.000669
15.652112,0.063761,0.005644,5,0.004420,0.001224,0.000642
15.743805,0.064184,0.004354,5,0.004354,0.000000,0.000627
15.814519,0.062542,0.007099,5,0.004173,0.002926,0.000632
15.835497,0.063035,0.007516,5,0.004591,0.002926,0.000631
15.906211,0.065231,0.004526,5,0.004526,0.000000,0.000659
15.927190,0.064683,0.005678,5,0.005678,0.000000,0.000670
15.997903,0.062371,0.008140,5,0.004793,0.003347,0.000584
16.018883,0.061636,0.008520,5,0.005173,0.003347,0.000652
16.089594,0.056002,0.004797,5,0.004797,0.000000,0.000521
16.110577,0.063218,0.005163,5,0.005163,0.000000,0.000642
16.181286,0.056207,0.007783,5,0.004857,0.002926,0.000550
16.202269,0.059045,0.008256,5,0.005331,0.002926,0.000648
16.272978,0.062427,0.009963,5,0.005177,0.004786,0.000624
16.293962,0.060803,0.010404,5,0.005618,0.004786,0.000705
16.364670,0.056087,0.005284,5,0.005284,0.000000,0.000591
16.385656,0.056363,0.005715,5,0.005715,0.000000,0.000604
16.456362,0.059520,0.007710,5,0.005163,0.002547,0.000606
16.477348,0.063739,0.008216,5,0.005668,0.002547,0.000646
16.548054,0.061181,0.005998,5,0.005998,0.000000,0.000648
16.569042,0.050194,0.005420,5,0.005420,0.000000,0.000497
16.639746,0.049716,0.006010,5,0.005038,0.000972,0.000496
16.660736,0.057520,0.006264,5,0.005291,0.000972,0.000561
16.731438,0.053714,0.005055,5,0.005055,0.000000,0.000514
16.752430,0.053488,0.005523,5,0.005523,0.000000,0.000555
16.823130,0.054792,0.006330,5,0.005358,0.000972,0.000524
16.844126,0.055323,0.006719,5,0.005747,0.000972,0.000633
16.914820,0.049660,0.006556,5,0.005748,0.000808,0.000491
16.935820,0.054082,0.006586,5,0.005777,0.000808,0.000639
17.006512,0.053234,0.005188,5,0.005188,0.000000,0.000600
17.027514,0.048398,0.005460,5,0.005460,0.000000,0.000572
17.098204,0.053439,0.005105,5,0.005105,0.000000,0.000632
17.119207,0.048384,0.005506,5,0.005506,0.000000,0.000574
17.189896,0.050793,0.007798,5,0.005299,0.002498,0.000615
17.210903,0.051880,0.008238,5,0.005740,0.002498,0.000636
17.281586,0.050247,0.008010,5,0.005512,0.002498,0.000630
17.302597,0.054910,0.008623,5,0.006124,0.002498,0.000687
17.373278,0.050355,0.008490,5,0.005750,0.002740,0.000627
17.394293,0.054695,0.009395,5,0.006655,0.002740,0.000674
17.464970,0.051240,0.005912,5,0.005912,0.000000,0.000604
17.485987,0.049645,0.006840,5,0.006840,0.000000,0.000576
17.556662,0.052440,0.008732,5,0.005992,0.002740,0.000550
17.577682,0.053679,0.009721,5,0.006982,0.002740,0.000591
17.648352,0.051030,0.006150,5,0.006027,0.000124,0.000547
17.669378,0.043318,0.006184,5,0.006060,0.000124,0.000428
17.740044,0.041773,0.006319,5,0.006319,0.000000,0.000436
17.761072,0.045596,0.006405,5,0.006405,0.000000,0.000557
17.831734,0.052061,0.006582,5,0.006582,0.000000,0.000509
17.852768,0.050939,0.006835,5,0.006835,0.000000,0.000837
17.923426,0.049090,0.008499,5,0.006822,0.001677,0.000522
17.944464,0.048290,0.008263,5,0.006587,0.001677,0.000836
18.015118,0.048535,0.006819,5,0.006819,0.000000,0.000553
18.036160,0.042030,0.006582,5,0.006582,0.000000,0.000497
18.106808,0.043383,0.006576,5,0.006576,0.000000,0.000511
18.127855,0.044446,0.006104,5,0.006104,0.000000,0.000467
18.198500,0.051131,0.006385,5,0.006385,0.000000,0.000595
18.219551,0.043171,0.006173,5,0.006173,0.000000,0.000457
18.290190,0.047084,0.006207,5,0.006207,0.000000,0.000579
18.311249,0.044572,0.005972,5,0.005972,0.000000,0.000474
18.381882,0.046768,0.006173,5,0.006173,0.000000,0.000580
18.402945,0.049843,0.006089,5,0.006089,0.000000,0.000573
18.473572,0.046212,0.006008,5,0.006008,0.000000,0.000554
18.494640,0.047813,0.005825,5,0.005825,0.000000,0.000562
18.565264,0.048100,0.005982,5,0.005967,0.000015,0.000526
18.586338,0.044755,0.005783,5,0.005768,0.000015,0.000489
18.678034,0.044254,0.005726,5,0.005726,0.000000,0.000415
18.748644,0.041001,0.008687,5,0.006031,0.002656,0.000434
18.769732,0.039975,0.008110,5,0.005454,0.002656,0.000342
18.840336,0.055743,0.007003,5,0.007003,0.000000,0.000602
18.861427,0.041758,0.005712,5,0.005712,0.000000,0.000498
18.932026,0.047337,0.005672,5,0.005672,0.000000,0.000650
18.953125,0.044067,0.005425,5,0.005425,0.000000,0.000608
19.023718,0.051363,0.006804,5,0.006804,0.000000,0.000926
19.044823,0.039385,0.005371,5,0.005371,0.000000,0.000389
19.136518,0.044272,0.005863,5,0.005863,0.000000,0.000398
19.207098,0.045825,0.006275,5,0.006275,0.000000,0.000474
19.228216,0.036866,0.007463,5,0.007463,0.000000,0.000303
19.298790,0.043166,0.008161,5,0.006545,0.001617,0.000653
19.319914,0.043312,0.008536,5,0.006920,0.001617,0.000336
19.390480,0.041411,0.008294,5,0.006677,0.001617,0.000758
19.411612,0.040842,0.008104,5,0.006487,0.001617,0.000343
19.482170,0.039779,0.008940,5,0.006637,0.002303,0.000413
19.503309,0.044043,0.009345,5,0.007042,0.002303,0.000419
19.573860,0.040464,0.009386,5,0.007083,0.002303,0.000378
19.595009,0.039961,0.009377,5,0.007074,0.002303,0.000375
19.665552,0.033798,0.007541,5,0.007541,0.000000,0.000317
19.686707,0.034598,0.007263,5,0.007263,0.000000,0.000336
19.757242,0.041298,0.008230,5,0.008230,0.000000,0.000426
19.778404,0.037796,0.008133,5,0.008133,0.000000,0.000398
19.848932,0.037137,0.009701,5,0.008497,0.001204,0.000411
19.870104,0.036758,0.009545,5,0.008341,0.001204,0.000385
19.940622,0.035061,0.008668,5,0.008668,0.000000,0.000380
19.961802,0.035869,0.008614,5,0.008614,0.000000,0.000389
20.053499,0.037958,0.008956,5,0.008956,0.000000,0.000426
20.124002,0.037525,0.009283,5,0.009283,0.000000,0.000376
20.236898,0.037174,0.008837,5,0.008837,0.000000,0.000400
20.307384,0.040721,0.009780,5,0.009780,0.000000,0.000452
20.328596,0.035903,0.010031,5,0.010031,0.000000,0.000341
20.399075,0.032241,0.010025,5,0.009089,0.000936,0.000361
20.420296,0.031327,0.009915,5,0.008979,0.000936,0.000306
20.490765,0.038454,0.008962,5,0.008962,0.000000,0.000430
20.511995,0.039524,0.008853,5,0.008853,0.000000,0.000429
19.828667,0.042462,0.009054,6,0.006414,0.002640,0.000546
19.871241,0.038276,0.008616,6,0.005976,0.002640,0.000421
20.012056,0.034095,0.006006,6,0.006006,0.000000,0.000441
20.054609,0.036674,0.005413,6,0.005413,0.000000,0.000409
20.195444,0.038843,0.007835,6,0.005453,0.002382,0.000482
20.237978,0.044085,0.007439,6,0.005056,0.002382,0.000433
20.378834,0.036795,0.004980,6,0.004980,0.000000,0.000435
20.421347,0.037336,0.005034,6,0.005034,0.000000,0.000337
20.562222,0.036631,0.004850,6,0.004850,0.000000,0.000395
20.604715,0.038336,0.004672,6,0.004672,0.000000,0.000357
20.745609,0.038330,0.006680,6,0.004845,0.001835,0.000397
20.788086,0.039334,0.008308,6,0.006473,0.001835,0.000357
20.928999,0.037008,0.005692,6,0.004639,0.001053,0.000448
20.971457,0.037401,0.005631,6,0.004578,0.001053,0.000307
21.112387,0.037694,0.006625,6,0.004941,0.001683,0.001033
21.154827,0.034724,0.006189,6,0.004506,0.001683,0.000322
21.295776,0.035496,0.006507,6,0.004496,0.002011,0.000829
21.338198,0.035679,0.006431,6,0.004420,0.002011,0.000458
21.479164,0.032412,0.006560,6,0.005621,0.000939,0.000650
