      Wavelength  Flux
      microns     Jy
      5.05791      1.59976
      5.06044      1.82363
      5.06297      2.06369
      5.06550      2.09570
      5.06804      1.77762
      5.07057      1.82035
      5.07311      2.13121
      5.07564      2.39658
      5.07818      2.04650
      5.08072      1.66458
      5.08326      1.36721
      5.08581      1.19223
      5.08835      1.10741
      5.09089      1.05523
      5.09344      1.44093
      5.09599      1.77771
      5.09854      1.78236
      5.10109      2.06183
      5.10364      2.15481
      5.10619      2.28327
      5.10874      1.62978
      5.11130      1.01310
      5.11385     0.424708
      5.11641     0.472357
      5.11897     0.232925
      5.12153     0.370398
      5.12409     0.173318
      5.12665     0.554789
      5.12922      1.08113
      5.13178      1.40540
      5.13435      1.65198
      5.13692      1.44699
      5.13949      1.01514
      5.14206     0.711205
      5.14463     0.954121
      5.14720      1.41171
      5.14978      1.79346
      5.15235      1.69798
      5.15493      1.18004
      5.15751     0.670810
      5.16009     0.530036
      5.16267      1.06310
      5.16525      2.38730
      5.16783      3.36110
      5.17042      3.59516
      5.17300      3.32576
      5.17559      2.46394
      5.17818      2.03617
      5.18077      2.19456
      5.18336      2.20870
      5.18595      2.58921
      5.18855      2.44567
      5.19114      2.33534
      5.19374      2.37054
      5.19633      2.23192
      5.19893      2.44241
      5.20153      2.44336
      5.20413      2.11729
      5.20674      2.14710
      5.20934      2.22454
      5.21195      2.50763
      5.21455      2.34842
      5.21716      2.17048
      5.21977      2.26953
      5.22238      2.55874
      5.22499      2.54794
      5.22761      2.33996
      5.23022      2.53135
      5.23284      2.75157
      5.23545      2.91117
      5.23807      2.66851
      5.24069      2.49465
      5.24331      2.66601
      5.24593      2.64953
      5.24856      2.54017
      5.25118      2.35287
      5.25381      2.51750
      5.25644      2.02260
      5.25907      2.16367
      5.26170      1.91118
      5.26433      1.95234
      5.26696      1.93586
      5.26959      1.51771
      5.27223      1.58612
      5.27487      1.54545
      5.27750      1.99676
      5.28014      1.64888
      5.28278      1.01370
      5.28543     0.447330
      5.28807    0.0896484
      5.29071     0.590350
      5.29336     0.944610
      5.29601      1.81960
      5.29866      2.17952
      5.30131      2.20939
      5.30396      1.66970
      5.30661      1.15213
      5.30926     0.804683
      5.31192     0.385525
      5.31458     0.917576
      5.31723      1.24793
      5.31989      1.58915
      5.32255      2.51232
      5.32522      2.56632
      5.32788      2.66336
      5.33054      2.07062
      5.33321      1.73815
      5.33588      2.14705
      5.33855      2.95547
      5.34122      3.04882
      5.34389      2.95289
      5.34656      1.88826
      5.34923      1.63187
      5.35220      1.73341
      5.35488      1.96148
      5.35756      1.26457
      5.36024      1.15194
      5.36292      1.33403
      5.36560      1.73606
      5.36828      2.98409
      5.37097      3.40307
      5.37365      3.05784
      5.37634      2.29419
      5.37903      2.52915
      5.38172      2.74322
      5.38441      2.75176
      5.38710      1.90671
      5.38980      1.50236
      5.39249      1.83476
      5.39519      1.99768
      5.39789      2.54015
      5.40059      2.28246
      5.40329      1.70005
      5.40599     0.900165
      5.40870     0.183080
      5.41140      1.18498
      5.41411      1.68699
      5.41682      1.22209
      5.41952      1.26185
      5.42224     0.787927
      5.42495     0.976063
      5.42766      1.29971
      5.43037     0.822657
      5.43309      1.36852
      5.43581     0.850658
      5.43853      1.25439
      5.44125      1.26373
      5.44397      1.21244
      5.44669     0.988692
      5.44941     0.592730
      5.45214     0.357273
      5.45487     0.191187
      5.45759   -0.0909823
      5.46032    -0.446184
      5.46305    -0.389879
      5.46579    -0.899795
      5.46852    -0.810800
      5.47126    -0.539914
      5.47399     0.295982
      5.47673      1.59170
      5.47947      1.33190
      5.48221     0.794124
      5.48495     0.267170
      5.48769    -0.279018
      5.49044   -0.0327471
      5.49318    -0.644911
      5.49593      2.27009
      5.49868    -0.149784
      5.50143     0.158676
      5.50418      1.55001
      5.50693     0.303665
      5.50969     0.869994
      5.51244     -1.05703
      5.51520    -0.245499
      5.51796     0.886795
      5.52072     0.643725
      5.52348     0.242205
      5.52624    -0.111353
      5.52901     0.820005
      5.53177      1.70520
      5.53454      2.89897
      5.53731      2.43491
      5.54008      1.59256
      5.54285     0.705602
      5.54562     0.656842
      5.54839     0.792479
      5.55117     0.445160
      5.55394     0.136658
      5.55672     0.264834
      5.55950     0.586124
      5.56228      1.19088
      5.56506      1.50788
      5.56784      2.72712
      5.57063      3.04164
      5.57342      2.53660
      5.57620      1.83895
      5.57899      1.24031
      5.58178      1.13738
      5.58457     0.910723
      5.58737     0.497140
      5.59016     0.225626
      5.59296   -0.0489286
      5.62099     0.996370
      5.62380     0.699781
      5.62662     0.995283
      5.62943      1.52247
      5.63224      1.95127
      5.63506      1.83144
      5.63788      2.45177
      5.64070      2.56049
      5.64352      1.68047
      5.64634      1.00725
      5.64917      1.35154
      5.65199      1.93295
      5.65482      1.72601
      5.65765      1.17510
      5.66048     0.701656
      5.66331     0.780953
      5.66614      1.06615
      5.66897     0.741811
      5.67181     0.940780
      5.67465      1.67132
      5.67748      2.16514
      5.68032      2.28908
      5.68316      2.06040
      5.68601      1.72654
      5.68885      1.41685
      5.69169      1.19986
      5.69454      1.54637
      5.69739      1.35247
      5.70024      1.25026
      5.70309      1.67283
      5.70594      2.02104
      5.70880      2.35766
      5.71165      2.17691
      5.71451      2.33559
      5.71737      2.78946
      5.72022      3.03669
      5.72309      2.75956
      5.72595      2.71343
      5.72881      3.35635
      5.73168      3.74358
      5.73454      3.32967
      5.73741      2.41567
      5.74028      2.19918
      5.74315      2.31796
      5.74602      2.44551
      5.74890      2.20182
      5.75177      1.76037
      5.75465      1.97421
      5.75753      2.24404
      5.76041      2.69003
      5.76329      2.03894
      5.76617      1.24885
      5.76905      1.14870
      5.77194      1.90407
      5.77483      2.61189
      5.77771      2.86138
      5.78060      2.90463
      5.78349      2.27226
      5.78639      2.39290
      5.78928      3.10418
      5.79218      3.51052
      5.79507      2.97235
      5.79797      1.94136
      5.80087      1.33516
      5.80377      1.77275
      5.80667      2.19126
      5.80958      2.38496
      5.81248      2.11750
      5.81539      2.26175
      5.81830      2.24526
      5.82121      2.31683
      5.82412      2.01064
      5.82703      1.82576
      5.82995      1.68881
      5.83286      1.62626
      5.83578      1.85898
      5.83870      2.46508
      5.84162      2.54668
      5.84454      2.53667
      5.84746      2.69654
      5.85039      2.60470
      5.85331      2.49737
      5.85624      2.40491
      5.85917      2.45111
      5.86210      2.40427
      5.86503      1.93215
      5.86797      1.69950
      5.87090      1.95836
      5.87384      2.82645
      5.87677      3.19782
      5.87971      2.92523
      5.88265      2.06024
      5.88560      1.93135
      5.88854      2.14120
      5.89148      2.67998
      5.89443      2.95105
      5.89738      3.22520
      5.90033      3.71477
      5.90328      4.09599
      5.90623      4.23580
      5.90919      3.19898
      5.91214      1.96489
      5.91510      1.86136
      5.91806      2.15940
      5.92102      3.04907
      5.92398      2.59671
      5.92694      2.48522
      5.92990      2.43692
      5.93287      2.45948
      5.93584      2.54815
      5.93881      2.17219
      5.94178      1.96988
      5.94475      1.73674
      5.94772      1.37697
      5.95070      1.78137
      5.95367      1.92415
      5.95665      2.75000
      5.95963      3.21869
      5.96261      3.37236
      5.96559      3.81534
      5.96857      3.71453
      5.97156      3.64675
      5.97455      3.79718
      5.97753      4.22138
      5.98052      4.28825
      5.98351      4.00164
      5.98651      3.51286
      5.98950      3.75039
      5.99250      3.64166
      5.99549      4.10978
      5.99849      3.95565
      6.00149      3.91875
      6.00449      3.38336
      6.00750      2.81762
      6.01050      2.62634
      6.01351      2.62968
      6.01651      2.64806
      6.01952      2.86782
      6.02253      2.88846
      6.02555      2.76616
      6.02856      2.26700
      6.03157      2.20804
      6.03459      2.68457
      6.03761      4.01252
      6.04063      4.55380
      6.04365      4.51091
      6.04667      3.94638
      6.04970      3.42277
      6.05272      2.92615
      6.05575      3.00993
      6.05878      2.82184
      6.06181      3.04510
      6.06484      3.58074
      6.06787      4.05942
      6.07091      3.80671
      6.07394      3.38258
      6.07698      2.16680
      6.08002      1.81433
      6.08306      1.70752
      6.08610      2.13320
      6.08915      2.76721
      6.09219      2.82154
      6.09524      3.02393
      6.09829      3.08841
      6.10134      3.06847
      6.10439      3.65794
      6.10744      4.00625
      6.11050      3.73569
      6.11355      3.52862
      6.11661      2.64293
      6.11967      2.53730
      6.12273      2.89633
      6.12579      2.71465
      6.12886      2.73146
      6.13192      2.53472
      6.13499      3.41226
      6.13806      4.33174
      6.14113      3.84053
      6.14420      2.95429
      6.14727      2.32647
      6.15034      2.31606
      6.15342      2.99409
      6.15650      3.57133
      6.15958      3.84511
      6.16266      3.23722
      6.16574      3.12133
      6.16882      2.47269
      6.17191      3.02860
      6.17499      3.61916
      6.17808      3.84225
      6.18117      4.51575
      6.18426      5.05442
      6.18736      5.09481
      6.19045      4.90288
      6.19355      4.99950
      6.19665      4.92806
      6.19974      4.70498
      6.20285      4.04210
      6.20595      4.07037
      6.20905      4.70387
      6.21216      5.03347
      6.21526      5.61059
      6.21837      5.16036
      6.22148      4.76282
      6.22459      4.67186
      6.22771      4.68218
      6.23082      4.46165
      6.23394      3.90477
      6.23705      3.60271
      6.24017      4.58006
      6.24329      5.87581
      6.24642      5.70928
      6.24954      4.85841
      6.25267      3.57028
      6.25579      3.74909
      6.25892      4.17725
      6.26205      4.88509
      6.26518      4.89028
      6.26832      4.65801
      6.27145      4.77898
      6.27459      4.52098
      6.27773      4.34130
      6.28087      3.80592
      6.28401      3.50158
      6.28715      3.18642
      6.29030      3.67399
      6.29344      3.85069
      6.29659      3.83032
      6.29974      3.84138
      6.30289      3.52012
      6.30604      3.77944
      6.30919      3.83289
      6.31235      4.10158
      6.31551      4.47830
      6.31867      4.40226
      6.32183      4.54644
      6.32499      3.95725
      6.32815      4.22911
      6.33132      4.10059
      6.33448      4.01541
      6.33765      3.25345
      6.34082      2.41959
      6.34399      2.48230
      6.34716      3.09249
      6.35034      4.43402
      6.35351      4.32626
      6.35669      3.53432
      6.35987      1.96046
      6.36305      1.89066
      6.36623      2.98103
      6.36942      3.53818
      6.37260      4.44102
      6.37579      4.49714
      6.37898      4.76085
      6.38217      4.64323
      6.38536      4.38366
      6.38855      3.80331
      6.39175      3.65023
      6.39495      2.67209
      6.39814      2.43683
      6.40134      2.04872
      6.40455      1.68410
      6.40775      1.38583
      6.41095      1.75571
      6.41416      2.48051
      6.41737      2.84298
      6.42058      2.75419
      6.42379      2.28578
      6.42700      1.69192
      6.43022      1.45222
      6.43343      1.70066
      6.43665      2.32881
      6.43987      2.92469
      6.44309      4.07045
      6.44631      5.00108
      6.44954      5.19729
      6.45276      4.97453
      6.45599      3.94624
      6.45922      3.53422
      6.46245      2.79955
      6.46568      2.52275
      6.46891      2.45958
      6.47215      2.48190
      6.47539      2.10787
      6.47862      1.33461
      6.48186      2.12919
      6.48511      3.18363
      6.48835      6.04180
      6.49159      7.61850
      6.49484      6.81129
      6.49809      5.16225
      6.50134      3.06341
      6.50459      2.99338
      6.50784      2.80179
      6.51110      2.54278
      6.51435      2.69863
      6.51761      2.41828
      6.52087      2.53187
      6.52413      2.24304
      6.52740      2.28439
      6.53066      2.75130
      6.53393      3.05957
      6.53719      3.69159
      6.54046      3.43595
      6.54373      3.08043
      6.54701      2.89933
      6.55028      2.74125
      6.55356      3.02316
      6.55684      2.74413
      6.56011      2.72975
      6.56340      2.38286
      6.56668      2.53333
      6.56996      2.94418
      6.57325      3.02824
      6.57654      3.14257
      6.57982      3.18127
      6.58312      3.24009
      6.58641      3.04993
      6.58970      2.96732
      6.59300      2.74765
      6.59629      2.61104
      6.59959      2.93342
      6.60289      3.33352
      6.60620      3.63706
      6.60950      3.36843
      6.61281      3.16403
      6.61611      3.12438
      6.61942      3.47466
      6.62273      3.06224
      6.62604      3.46594
      6.62936      3.85473
      6.63267      4.13925
      6.63599      4.14790
      6.63931      3.68076
      6.64263      3.07134
      6.64595      2.58279
      6.64928      2.28654
      6.65260      2.39198
      6.65593      3.03266
      6.65926      3.10730
      6.66259      3.23439
      6.66592      3.32909
      6.66925      3.09246
      6.67259      3.16818
      6.67593      3.06746
      6.67927      2.84638
      6.68261      2.96627
      6.68595      2.39565
      6.68929      2.27878
      6.69264      2.44388
      6.69598      2.86167
      6.69933      4.23781
      6.70268      5.30725
      6.70604      5.58477
      6.70939      5.12117
      6.71275      4.27755
      6.71610      3.70231
      6.71946      3.41802
      6.72282      3.41180
      6.72618      3.23208
      6.72955      3.16429
      6.73291      3.06295
      6.73628      3.20422
      6.73965      3.74445
      6.74302      3.51332
      6.74639      3.07253
      6.74977      2.85693
      6.75314      2.66171
      6.75652      3.30784
      6.75990      3.77933
      6.76328      3.84194
      6.76666      3.76297
      6.77005      3.76155
      6.77343      3.92478
      6.77682      3.69946
      6.78021      3.46114
      6.78360      3.71400
      6.78699      3.73887
      6.79039      3.99871
      6.79378      4.00865
      6.79718      3.75268
      6.80058      3.64649
      6.80398      2.99937
      6.80738      2.75855
      6.81079      2.36083
      6.81420      2.54434
      6.81760      2.39061
      6.82101      2.65985
      6.82442      2.99470
      6.82784      3.05585
      6.83125      3.35688
      6.83467      3.42311
      6.83809      3.67907
      6.84151      3.99885
      6.84493      3.77430
      6.84835      3.48504
      6.85178      3.64628
      6.85520      3.92785
      6.85863      3.98481
      6.86206      3.51136
      6.86549      3.00696
      6.86893      3.43505
      6.87236      3.83090
      6.87580      3.67980
      6.87924      3.29433
      6.88268      3.13826
      6.88612      3.84231
      6.88957      4.24885
      6.89301      4.74418
      6.89646      4.82882
      6.89991      4.96901
      6.90336      5.89196
      6.90681      5.96294
      6.91027      5.76048
      6.91372      5.11811
      6.91718      4.73943
      6.92064      4.62247
      6.92410      4.22569
      6.92756      3.82992
      6.93103      3.86108
      6.93449      4.00266
      6.93796      4.28017
      6.94143      4.43155
      6.94490      4.48398
      6.94838      4.41946
      6.95185      4.58218
      6.95533      4.67085
      6.95881      4.73788
      6.96229      4.84453
      6.96577      4.79337
      7.00069      3.48780
      7.00419      3.40488
      7.00769      3.20982
      7.01119      3.29220
      7.01470      3.62611
      7.01821      3.57525
      7.02172      3.86634
      7.02523      3.97596
      7.02874      3.21597
      7.03510      2.79072
      7.03862      3.07932
      7.04214      3.28423
      7.04566      3.42116
      7.04919      3.52569
      7.05271      3.63176
      7.05624      3.72616
      7.05977      3.79438
      7.06330      3.81272
      7.06683      3.78856
      7.07037      3.73861
      7.07390      3.64489
      7.07744      3.48281
      7.08098      3.31921
      7.08452      3.26815
      7.08807      3.39881
      7.09161      3.63226
      7.09516      3.80446
      7.09871      3.84844
      7.10226      3.78606
      7.10581      3.70279
      7.10936      3.69199
      7.11292      3.74535
      7.11648      3.77263
      7.12003      3.76242
      7.12360      3.81944
      7.12716      4.00047
      7.13072      4.21450
      7.13429      4.27106
      7.13786      4.10569
      7.14143      3.78022
      7.14500      3.43471
      7.14857      3.22095
      7.15215      3.20144
      7.15572      3.36578
      7.15930      3.63282
      7.16288      3.91715
      7.16647      4.15484
      7.17005      4.32707
      7.17364      4.39123
      7.17722      4.33403
      7.18081      4.22089
      7.18440      4.13570
      7.18800      4.07958
      7.19159      4.01159
      7.19519      3.94878
      7.19879      3.94832
      7.20239      3.99507
      7.20599      4.04777
      7.20959      4.10075
      7.21320      4.17220
      7.21681      4.27813
      7.22042      4.40102
      7.22403      4.43564
      7.22764      4.32681
      7.23125      4.14819
      7.23487      4.03228
      7.23849      4.02940
      7.24211      4.07541
      7.24573      4.09830
      7.24936      4.10248
      7.25298      4.13820
      7.25661      4.25162
      7.26024      4.38336
      7.26387      4.45354
      7.26750      4.48177
      7.27114      4.52171
      7.27477      4.58279
      7.27841      4.64594
      7.28205      4.68671
      7.28569      4.72154
      7.28934      4.74835
      7.29298      4.77285
      7.29663      4.79524
      7.30028      4.81731
      7.30393      4.81612
      7.30758      4.73289
      7.31124      4.61546
      7.31489      4.63731
      7.31855      4.81846
      7.32221      4.94999
      7.32587      4.80950
      7.32954      4.51334
      7.33320      4.29257
      7.33687      4.25046
      7.34054      4.33209
      7.34421      4.46518
      7.34789      4.64614
      7.35156      4.81354
      7.35524      4.91375
      7.35892      5.00199
      7.36260      5.16107
      7.36628      5.34920
      7.36996      5.45658
      7.37365      5.46753
      7.37734      5.42423
      7.38103      5.34975
      7.38472      5.24468
      7.38841      5.11313
      7.39211      4.97431
      7.39580      4.88340
      7.39950      4.89042
      7.40320      4.99506
      7.40690      5.15457
      7.41061      5.34379
      7.41431      5.49826
      7.41802      5.57723
      7.42173      5.58361
      7.42544      5.61516
      7.42916      5.68554
      7.43287      5.72210
      7.43659      5.67984
      7.44031      5.62714
      7.44403      5.65431
      7.44775      5.83597
      7.45148      6.14591
      7.45521      6.33892
      7.45893      6.16555
      7.46266      5.84891
      7.46640      5.83363
      7.47013      6.16945
      7.47387      6.53596
      7.47760      6.66249
      7.48134      6.67006
      7.48509      6.67788
      7.48883      6.79227
      7.49258      7.00617
      7.49632      7.19831
      7.50007      7.22392
      7.50382      7.03098
      7.50758      6.74911
      7.51133      6.54231
      7.51509      6.44727
      7.51885      6.36286
      7.52261      6.26352
      7.52637      6.22897
      7.53013      6.28376
      7.53390      6.37315
      7.53767      6.41441
      7.54144      6.34563
      7.54521      6.19641
      7.54898      6.04422
      7.55276      5.98718
      7.55653      6.04776
      7.56031      6.20448
      7.56409      6.41102
      7.56788      6.59069
      7.57166      6.68483
      7.57545      6.67786
      7.57924      6.61294
      7.58303      6.55191
      7.58682      6.48596
      7.59061      6.36423
      7.59441      6.23869
      7.59821      6.24392
      7.71304      6.87681
      7.71690      6.90843
      7.72076      7.04001
      7.72462      7.16179
      7.72848      7.13652
      7.73235      6.96670
      7.73622      6.74941
      7.74008      6.56492
      7.74396      6.42583
      7.74783      6.33194
      7.75170      6.29058
      7.75558      6.31877
      7.75946      6.40834
      7.76334      6.52583
      7.76722      6.65057
      7.77111      6.74037
      7.77499      6.74282
      7.77888      6.66513
      7.78277      6.62209
      7.78666      6.65062
      7.79056      6.69824
      7.79445      6.74010
      7.79835      6.82869
      7.80225      7.00788
      7.80616      7.22891
      7.81006      7.35932
      7.81397      7.31877
      7.81787      7.19265
      7.82178      7.13671
      7.82570      7.15326
      7.82961      7.08863
      7.83352      6.86304
      7.83744      6.57492
      7.84136      6.34520
      7.84528      6.23687
      7.84921      6.23817
      7.85313      6.30561
      7.85706      6.40388
      7.86099      6.52989
      7.86492      6.70497
      7.86885      6.88147
      7.87279      6.94184
      7.87673      6.78174
      7.88067      6.67426
      7.88461      6.57821
      7.88855      6.51027
      7.89250      6.55008
      7.89644      6.67649
      7.90039      6.64003
      7.90434      6.47248
      7.90830      6.43847
      7.91225      6.55375
      7.91621      6.59166
      7.92017      6.63651
      7.92413      6.71917
      7.92809      6.79179
      7.93206      6.74141
      7.93603      6.55755
      7.93999      6.33745
      7.94396      6.22047
      7.94794      6.23171
      7.95191      6.28795
      7.95589      6.33306
      7.95987      6.33850
      7.96385      6.29145
      7.96783      6.18634
      7.97182      6.07520
      7.97580      6.00629
      7.97979      6.01126
      7.98378      6.07843
      7.98778      6.17610
      7.99177      6.27619
      7.99577      6.33141
      7.99977      6.32164
      8.00377      6.28431
      8.00777      6.31226
      8.01178      6.51533
      8.01578      6.90653
      8.01979      7.30974
      8.02380      7.43832
      8.02782      7.16344
      8.03183      6.65692
      8.03585      6.16577
      8.03987      5.81377
      8.04389      5.65436
      8.04791      5.67599
      8.05194      5.81049
      8.05596      5.89665
      8.05999      5.83930
      8.06402      5.67722
      8.06806      5.55611
      8.07209      5.52583
      8.07613      5.51943
      8.08017      5.44291
      8.08421      5.31959
      8.08825      5.26219
      8.09230      5.28106
      8.09634      5.27228
      8.10039      5.15375
      8.10444      5.00934
      8.10850      4.99213
      8.11255      5.14338
      8.11661      5.39020
      8.12067      5.61199
      8.12473      5.72810
      8.12879      5.78500
      8.13286      5.89166
      8.13693      6.02845
      8.14100      6.04273
      8.14507      5.84475
      8.14914      5.55014
      8.15322      5.31388
      8.15729      5.22489
      8.16137      5.31156
      8.16546      5.54600
      8.16954      5.79013
      8.17362      5.87078
      8.17771      5.75523
      8.18180      5.59136
      8.18589      5.52485
      8.18999      5.55571
      8.19409      5.59938
      8.19818      5.63582
      8.20228      5.72448
      8.20639      5.86703
      8.21049      5.95018
      8.21460      5.88388
      8.21870      5.69417
      8.22281      5.50945
      8.22693      5.39968
      8.23104      5.37706
      8.23516      5.38769
      8.23928      5.40187
      8.24340      5.38814
      8.24752      5.32404
      8.25165      5.27110
      8.25577      5.29557
      8.25990      5.39354
      8.26403      5.47378
      8.26816      5.50170
      8.27230      5.48215
      8.27644      5.45209
      8.28058      5.43010
      8.28472      5.38296
      8.28886      5.22757
      8.29301      4.99723
      8.29715      4.81862
      8.30130      4.82600
      8.30546      4.99668
      8.30961      5.22817
      8.31376      5.36652
      8.31792      5.32085
      8.32208      5.16228
      8.32624      5.06913
      8.33041      5.16909
      8.33457      5.42698
      8.33874      5.67348
      8.34291      5.76581
      8.34709      5.64659
      8.35126      5.42304
      8.35544      5.20225
      8.35962      5.07754
      8.36380      5.07544
      8.36798      5.20539
      8.37217      5.43185
      8.37635      5.67957
      8.38054      5.82569
      8.38473      5.81639
      8.38893      5.67530
      8.39312      5.50117
      8.39732      5.43525
      8.40152      5.50312
      8.40572      5.57028
      8.40992      5.51061
      8.41413      5.35806
      8.41834      5.26575
      8.42255      5.35112
      8.42676      5.62389
      8.43098      5.97239
      8.43519      6.23034
      8.43941      6.28522
      8.44363      6.12548
      8.44785      5.89456
      8.45208      5.79546
      8.45631      5.91663
      8.46054      6.19531
      8.46477      6.51294
      8.46900      6.75064
      8.47324      6.83200
      8.47747      6.81018
      8.48171      6.77175
      8.48596      6.83079
      8.49020      6.95229
      8.49445      7.07318
      8.49869      7.12278
      8.50294      7.06113
      8.50720      6.84787
      8.51145      6.55776
      8.51571      6.32076
      8.51997      6.25817
      8.52423      6.34885
      8.52849      6.50246
      8.53276      6.60204
      8.53702      6.62432
      8.54129      6.58297
      8.54557      6.46214
      8.54984      6.25901
      8.55412      6.04015
      8.55839      5.89462
      8.56267      5.90838
      8.56696      6.06837
      8.57124      6.24401
      8.57553      6.28480
      8.57982      6.13137
      8.58411      5.86683
      8.58840      5.70976
      8.59270      5.88042
      8.59699      6.13874
      8.60129      6.25643
      8.60559      6.11679
      8.60990      5.99858
      8.61420      6.10576
      8.61851      6.25574
      8.62282      6.20633
      8.62714      6.02208
      8.63145      5.89606
      8.63577      5.93759
      8.64009      6.09508
      8.64441      6.25018
      8.64873      6.36368
      8.65306      6.40431
      8.65738      6.35189
      8.66171      6.22639
      8.66605      6.04468
      8.67038      5.87267
      8.67472      5.76737
      8.67905      5.73396
      8.68339      5.71366
      8.68774      5.70930
      8.69208      5.74217
      8.69643      5.74364
      8.70078      5.65157
      8.70513      5.47517
      8.70948      5.27138
      8.71384      5.03777
      8.71820      4.80340
      8.72256      4.61993
      8.72692      4.52726
      8.73129      4.56875
      8.73565      4.75579
      8.74002      5.10686
      8.74439      5.62045
      8.74876      6.21173
      8.75314      6.62918
      8.75752      6.62228
      8.76190      6.25057
      8.76628      5.80749
      8.77066      5.47435
      8.77505      5.23993
      8.77944      5.05286
      8.78383      4.94806
      8.78822      4.96351
      8.79262      5.02609
      8.79702      5.04873
      8.80142      5.01859
      8.80582      5.07182
      8.81022      5.34737
      8.81463      5.83089
      8.81904      6.36892
      8.82345      6.77571
      8.82786      6.92362
      8.83227      6.83161
      8.83669      6.58945
      8.84111      6.27832
      8.84553      6.00647
      8.84996      5.84172
      8.85438      5.74387
      8.85881      5.59667
      8.86324      5.38023
      8.86767      5.18349
      8.87211      5.07946
      8.87655      5.06075
      8.88099      5.00178
      8.88543      4.83424
      8.88987      4.64547
      8.89432      4.55725
      8.89877      4.52219
      8.90322      4.45039
      8.90767      4.32784
      8.91212      4.29493
      8.91658      4.43620
      8.92104      4.70253
      8.92550      4.92941
      8.92997      4.93219
      8.93443      4.68871
      8.93890      4.40423
      8.94337      4.30889
      8.94784      4.50698
      8.95232      4.93447
      8.95680      5.36281
      8.96128      5.46050
      8.96576      4.97106
      8.97024      5.05591
      8.97473      4.81611
      8.97922      4.77763
      8.98371      5.16096
      8.98820      5.25066
      8.99269      5.05545
      8.99719      4.90243
      9.00169      5.03282
      9.00619      5.31982
      9.01070      5.35385
      9.01520      5.34040
      9.01971      5.48235
      9.02422      5.40364
      9.02874      5.30830
      9.03325      5.29385
      9.03777      5.30920
      9.04229      5.32932
      9.04681      5.34921
      9.05134      5.35505
      9.05586      5.27264
      9.06039      5.18278
      9.06493      5.16974
      9.06946      5.23326
      9.07399      5.23878
      9.07853      5.18608
      9.08307      5.15807
      9.08762      5.27124
      9.09216      5.52668
      9.09671      5.80653
      9.10126      5.90273
      9.10581      5.78047
      9.11036      5.54474
      9.11492      5.27242
      9.11948      4.94982
      9.12404      4.66633
      9.12860      4.60320
      9.13317      4.83799
      9.13774      5.22436
      9.14231      5.55929
      9.14688      5.67749
      9.15145      5.59109
      9.15603      5.45658
      9.16061      5.40060
      9.16519      5.46862
      9.16977      5.55619
      9.17436      5.58868
      9.17895      5.52292
      9.18354      5.36253
      9.18813      5.12762
      9.19273      4.89531
      9.19732      4.76057
      9.20192      4.81583
      9.20653      5.00323
      9.21113      5.21032
      9.21574      5.32427
      9.22035      5.35386
      9.22496      5.38151
      9.22957      5.47472
      9.23419      5.57491
      9.23880      5.59748
      9.24343      5.47770
      9.24805      5.23602
      9.25267      4.96342
      9.25730      4.79505
      9.26193      4.79584
      9.26656      4.89684
      9.27120      5.02929
      9.27583      5.19875
      9.28047      5.41793
      9.28511      5.64669
      9.28976      5.87853
      9.29440      6.06244
      9.29905      6.12297
      9.30370      6.02356
      9.30836      5.82465
      9.31301      5.59173
      9.31767      5.43959
      9.32233      5.40042
      9.32699      5.43188
      9.33166      5.43914
      9.33632      5.46986
      9.34099      5.51785
      9.34566      5.57480
      9.35034      5.59879
      9.35501      5.58009
      9.35969      5.52674
      9.36437      5.55540
      9.36906      5.72217
      9.37374      5.98112
      9.37843      6.23528
      9.38312      6.36578
      9.38781      6.19529
      9.39251      5.70890
      9.39721      5.17336
      9.40191      4.91017
      9.40661      4.98614
      9.41131      5.29454
      9.41602      5.64717
      9.42073      5.86489
      9.42544      5.91422
      9.43015      5.87635
      9.43487      5.83419
      9.43959      5.80911
      9.44431      5.81102
      9.44903      5.79950
      9.45376      5.73734
      9.45849      5.70451
      9.46322      5.81553
      9.46795      6.07186
      9.47269      6.34519
      9.47742      6.51650
      9.48216      6.53986
      9.48691      6.42154
      9.49165      6.19171
      9.49640      5.92091
      9.50115      5.75969
      9.50590      5.80095
      9.51065      6.03037
      9.51541      6.44172
      9.52017      6.92611
      9.52493      7.21023
      9.52969      7.11021
      9.53446      6.71677
      9.53923      6.23362
      9.54400      5.81698
      9.54877      5.53302
      9.55355      5.47559
      9.55833      5.64766
      9.56311      5.93759
      9.56789      6.21047
      9.57267      6.40300
      9.57746      6.51041
      9.58225      6.57823
      9.58704      6.64302
      9.59184      6.70250
      9.59663      6.69688
      9.60143      6.55391
      9.60624      6.36090
      9.61104      6.29318
      9.61585      6.37663
      9.62066      6.42940
      9.62547      6.26580
      9.63028      5.95421
      9.63510      5.69254
      9.63992      5.59794
      9.64474      5.68087
      9.64956      5.96955
      9.65439      6.44141
      9.65922      6.81877
      9.66405      6.76547
      9.66888      6.40225
      9.67372      6.24933
      9.67855      6.47345
      9.68339      6.74843
      9.68824      6.82906
      9.69308      6.87684
      9.69793      7.10285
      9.70278      7.42324
      9.70763      7.57707
      9.71249      7.39817
      9.71735      6.99752
      9.72221      6.59498
      9.72707      6.40330
      9.73193      6.43035
      9.73680      6.58456
      9.74167      6.71004
      9.74654      6.76072
      9.75142      6.73802
      9.75629      6.64384
      9.76117      6.50729
      9.76605      6.41339
